Genome,Completeness,Contamination,medium_quality.pass,near_complete.pass,medium_quality_gunc.pass,near_complete_gunc.pass,QS50,QS50.pass,pass.GUNC,QS50_gunc.pass,classification
SRR6915159_human_gut_SB2_21,85.27,0.46,True,False,True,False,82.97,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans
SRR6915159_human_gut_SB2_25,81.13,0.74,True,False,True,False,77.42999999999999,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans
SRR6915159_human_gut_SB2_28,75.39,0.02,True,False,True,False,75.29,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp003525905
SRR6915159_human_gut_SB2_3,56.08,3.51,True,False,True,False,38.53,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium hattorii
SRR6915159_human_gut_SB2_35,97.4,0.51,True,True,True,True,94.85,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055
SRR6915159_human_gut_SB2_36,80.45,2.26,True,False,True,False,69.15,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_J
SRR6915159_human_gut_SB2_38,85.03,1.5,True,False,True,False,77.53,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis
SRR6915159_human_gut_SB2_42,75.79,0.0,True,False,True,False,75.79,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella lascolaii
SRR6915159_human_gut_SB2_55_sub,79.72,9.06,True,False,True,False,34.419999999999995,True,True,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D
SRR6915159_human_gut_SB2_74,99.99,0.85,True,True,True,True,95.74,True,True,True,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila
SRR6915159_human_gut_SB2_8,83.87,6.61,True,False,True,False,50.82,True,True,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae
SRR6915159_human_gut_SB2_85,93.51,0.0,True,True,True,True,93.51,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__Limadaptatus;s__Limadaptatus sp900545885
SRR6915159_human_gut_SB2_91,99.98,0.27,True,True,True,True,98.63,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis
SRR6915160_MB2.10,98.86,7.61,True,False,False,False,60.81,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans
SRR6915160_MB2.17,83.0,0.41,True,False,True,False,80.95,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
SRR6915160_MB2.21,70.24,3.94,True,False,False,False,50.53999999999999,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas intestinalis
SRR6915160_MB2.9,75.69,8.02,True,False,False,False,35.59,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825
SRR6915160_human_gut_SB2_10,98.9,0.4,True,True,True,True,96.9,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans
SRR6915160_human_gut_SB2_13,99.95,0.28,True,True,True,True,98.55,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis
SRR6915160_human_gut_SB2_16,100.0,0.86,True,True,True,True,95.7,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei
SRR6915160_human_gut_SB2_19_sub,52.88,0.17,True,False,True,False,52.03,True,True,True,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A
SRR6915160_human_gut_SB2_23,81.73,1.25,True,False,True,False,75.48,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris
SRR6915160_human_gut_SB2_33,100.0,0.22,True,True,True,True,98.9,True,True,True,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
SRR6915160_human_gut_SB2_35,99.93,2.35,True,True,True,True,88.18,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis
SRR6915160_human_gut_SB2_6,98.43,0.42,True,True,True,True,96.33,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum
SRR6915160_human_gut_SB2_8_sub,94.63,0.3,True,True,True,True,93.13,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter lactaris
SRR6915160_human_gut_SB2_9,91.9,1.83,True,True,False,False,82.75,True,False,False,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_A
SRR6915164_MB2.17,98.51,0.09,True,True,True,True,98.06,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A
SRR6915164_MB2.18,94.14,2.27,True,True,True,True,82.79,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525
SRR6915164_MB2.3,80.11,0.13,True,False,True,False,79.46,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp000431155
SRR6915164_MB2.34_sub,56.77,3.68,True,False,False,False,38.370000000000005,True,False,False,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae
SRR6915164_MB2.4,92.05,1.53,True,True,True,True,84.39999999999999,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis
SRR6915164_MB2.40,99.97,0.01,True,True,True,True,99.92,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis
SRR6915164_MB2.5,75.03,3.47,True,False,False,False,57.68,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans
SRR6915164_MB2.8_sub,90.16,4.29,True,True,True,True,68.71,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis
SRR6915164_human_gut_SB2_12,95.12,1.46,True,True,True,True,87.82000000000001,True,True,True,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium
SRR6915164_human_gut_SB2_18,89.85,0.35,True,False,False,False,88.1,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas cirricatena
SRR6915164_human_gut_SB2_19_sub,90.26,7.37,True,False,True,False,53.41,True,True,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435555
SRR6915164_human_gut_SB2_21,81.41,2.19,True,False,True,False,70.46,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis
SRR6915164_human_gut_SB2_30,82.14,3.62,True,False,True,False,64.03999999999999,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae
SRR6915164_human_gut_SB2_38,89.61,2.99,True,False,True,False,74.66,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
SRR6915164_human_gut_SB2_41,79.5,8.24,True,False,True,False,38.3,True,True,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii
SRR6915164_human_gut_SB2_45,78.02,1.79,True,False,True,False,69.07,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides faecalis
SRR6915164_human_gut_SB2_46,99.98,0.21,True,True,True,True,98.93,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum
SRR6915164_human_gut_SB2_48,96.34,0.25,True,True,True,True,95.09,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585
SRR6915164_human_gut_SB2_5,69.39,1.07,True,False,True,False,64.04,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135
SRR6915164_human_gut_SB2_66_sub,94.09,1.08,True,True,True,True,88.69,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii
SRR6915164_human_gut_SB2_70,88.4,1.56,True,False,True,False,80.60000000000001,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius
SRR6915164_human_gut_SB2_94,89.83,0.02,True,False,True,False,89.73,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000433175
SRR6915165_MB2.1,99.57,1.06,True,True,False,False,94.27,True,False,False,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis
SRR6915165_MB2.12,99.97,0.34,True,True,True,True,98.27,True,True,True,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus intestinigallinarum
SRR6915165_MB2.5,55.81,1.9,True,False,True,False,46.31,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135
SRR6915165_MB2.9,57.07,0.97,True,False,True,False,52.22,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135
SRR6915165_human_gut_SB2_10,57.48,2.25,True,False,True,False,46.23,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A
SRR6915165_human_gut_SB2_4,58.89,0.77,True,False,True,False,55.04,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp000437675
SRR6915166_MB2.13,74.76,0.86,True,False,True,False,70.46000000000001,True,True,True,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900319575
SRR6915166_MB2.21,71.87,1.57,True,False,True,False,64.02000000000001,True,True,True,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-628;s__CAG-628 sp000438415
SRR6915166_MB2.27_sub,61.15,3.76,True,False,False,False,42.35,True,False,False,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris
SRR6915166_MB2.35,72.75,1.13,True,False,True,False,67.1,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UMGS621;s__UMGS621 sp900543915
SRR6915166_MB2.36,99.96,0.22,True,True,True,True,98.86,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis
SRR6915166_MB2.3_sub,95.64,4.36,True,True,True,True,73.84,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000434635
SRR6915166_MB2.41_sub,88.68,8.66,True,False,True,False,45.38000000000001,True,True,False,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
SRR6915166_MB2.43,98.67,0.87,True,True,True,True,94.32,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara
SRR6915166_MB2.50_sub,50.12,2.32,True,False,False,False,38.52,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis
SRR6915166_MB2.52,85.79,0.02,True,False,True,False,85.69000000000001,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435
SRR6915166_MB2.53_sub,94.12,3.49,True,True,True,True,76.67,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis
SRR6915166_MB2.54,53.01,0.9,True,False,True,False,48.51,True,True,True,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium
SRR6915166_human_gut_SB2_0,59.27,0.18,True,False,True,False,58.370000000000005,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum
SRR6915166_human_gut_SB2_10,84.58,0.83,True,False,True,False,80.42999999999999,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti
SRR6915166_human_gut_SB2_114,90.11,1.07,True,True,True,True,84.76,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__YE71;s__YE71 sp000434695
SRR6915166_human_gut_SB2_12,96.27,0.75,True,True,True,True,92.52,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595
SRR6915166_human_gut_SB2_13,63.82,0.04,True,False,False,False,63.62,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter lactaris
SRR6915166_human_gut_SB2_18,63.97,0.72,True,False,True,False,60.37,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6398;s__UBA6398 sp900550635
SRR6915166_human_gut_SB2_2,93.93,2.24,True,True,True,True,82.73,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus
SRR6915166_human_gut_SB2_25,80.6,0.6,True,False,True,False,77.6,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis
SRR6915166_human_gut_SB2_29,66.0,0.89,True,False,False,False,61.55,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia chipingensis
SRR6915166_human_gut_SB2_3,85.17,0.01,True,False,True,False,85.12,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795
SRR6915166_human_gut_SB2_31_sub,63.69,0.16,True,False,False,False,62.89,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter segnis
SRR6915166_human_gut_SB2_33,81.54,0.12,True,False,True,False,80.94000000000001,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis
SRR6915166_human_gut_SB2_45,76.48,3.59,True,False,True,False,58.53,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii
SRR6915166_human_gut_SB2_46,100.0,0.24,True,True,True,True,98.8,True,True,True,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila
SRR6915166_human_gut_SB2_48,86.28,2.06,True,False,True,False,75.98,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii
SRR6915166_human_gut_SB2_5,82.01,1.94,True,False,True,False,72.31,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae
SRR6915166_human_gut_SB2_52,79.77,1.68,True,False,True,False,71.36999999999999,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp000431815
SRR6915166_human_gut_SB2_61,71.08,4.4,True,False,False,False,49.08,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E intestinalis
SRR6915166_human_gut_SB2_62,90.04,3.89,True,True,True,True,70.59,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii
SRR6915166_human_gut_SB2_7,78.43,8.58,True,False,False,False,35.53000000000001,True,False,False,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA11471;g__Caccoplasma;s__Caccoplasma intestinavium
SRR6915166_human_gut_SB2_72,95.26,0.09,True,True,True,True,94.81,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435555
SRR6915166_human_gut_SB2_73,81.92,1.22,True,False,True,False,75.82000000000001,True,True,True,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-288;g__CAG-568;s__CAG-568 sp000434395
SRR6915166_human_gut_SB2_77_sub,87.77,1.41,True,False,True,False,80.72,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis
SRR6915166_human_gut_SB2_9,59.44,0.64,True,False,True,False,56.24,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp001916715
SRR6915166_human_gut_SB2_98,92.73,0.89,True,True,True,True,88.28,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella stercorea
SRR6915167_MB2.12,99.4,1.5,True,True,True,True,91.9,True,True,True,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus
SRR6915167_MB2.15,100.0,0.88,True,True,True,True,95.6,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B
SRR6915167_MB2.2,97.46,1.71,True,True,False,False,88.91,True,False,False,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis
SRR6915167_MB2.8,87.64,1.05,True,False,False,False,82.39,True,False,False,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
SRR6915167_MB2.9,99.98,0.48,True,True,False,False,97.58,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis
SRR6915167_human_gut_SB2_0,86.12,1.23,True,False,True,False,79.97,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis
SRR6915167_human_gut_SB2_10,94.44,0.63,True,True,True,True,91.29,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis
SRR6915167_human_gut_SB2_12,51.0,0.06,True,False,True,False,50.7,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei
SRR6915167_human_gut_SB2_13,84.56,2.26,True,False,True,False,73.26,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti
SRR6915167_human_gut_SB2_16,78.5,0.77,True,False,True,False,74.65,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae
SRR6915167_human_gut_SB2_18,79.24,0.06,True,False,True,False,78.94,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans
SRR6915167_human_gut_SB2_20,62.88,1.71,True,False,True,False,54.33,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens
SRR6915167_human_gut_SB2_21_sub,57.24,0.2,True,False,True,False,56.24,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000433975
SRR6915167_human_gut_SB2_3,50.76,5.97,True,False,False,False,20.91,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis
SRR6915167_human_gut_SB2_30,83.6,1.65,True,False,True,False,75.35,True,True,True,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum
SRR6915167_human_gut_SB2_39_sub,56.5,3.18,True,False,False,False,40.6,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena
SRR6915167_human_gut_SB2_45,99.98,0.96,True,True,True,True,95.18,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis
SRR6915167_human_gut_SB2_6,87.31,7.8,True,False,True,False,48.31,True,True,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D
SRR6915168_MB2.2,99.11,0.24,True,True,False,False,97.91,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum
SRR6915168_MB2.22,88.25,1.14,True,False,True,False,82.55,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis
SRR6915168_MB2.3,99.31,0.58,True,True,True,True,96.41,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus
SRR6915168_MB2.31,91.41,1.13,True,True,True,True,85.75999999999999,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp900554925
SRR6915168_MB2.32,79.0,0.01,True,False,True,False,78.95,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__Pelethousia gallinarum
SRR6915168_MB2.35_sub,86.0,4.34,True,False,True,False,64.3,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma stercoravium
SRR6915168_MB2.37,90.68,2.42,True,True,True,True,78.58000000000001,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000433975
SRR6915168_MB2.7,69.27,1.91,True,False,True,False,59.72,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900545895
SRR6915168_human_gut_SB2_1,61.57,0.58,True,False,True,False,58.67,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__Lachnoclostridium_A sp002160755
